Crime,Datetime,Description,Location_x,Neighborhood_x,Suspect Actions,Weapon,Number,@Photos,norm_date,Dr No,Area ID,Area Name,Crm Cd,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Crm Cd Desc,Cross Street,Date Occ,Date Rp Td,Latitude,Location_y,Location 1,Longitude,Mo Codes,Neighborhood_y,Neighborhood Council,Prem Is Cd,Prem Is Desc,Rpt Dist No,Status,Status Desc,Time Occ,Tract,Vict Age,Vict Descent,Vict Sex,Weapon Desc,Weapon Used Cd,Zip Code
Vandalism,9 p.m. June 14,"The suspect vandalized the house of a 54-year-old white male victim, causing $400 worth of damage or more. There was another victim, who is described below.","2700 block of Nichols Canyon Rd., Los Angeles",Hollywood Hills,,No weapon used,131.0,HC-131.png,2019-06-14,190613690.0,,Hollywood,740.0,740.0,946.0,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-06-14T00:00:00.000-07:00,2019-06-16T00:00:00.000-07:00,34.1198,2700 NICHOLS CANYON RD,0101000020E610000026E4839ECD965DC0C8073D9B550F4140,-118.3563,0329 0903,hollywood-hills-west,29.0,501.0,SINGLE FAMILY DWELLING,622.0,IC ,Invest Cont,2100.0,194102.0,52.0,W,M,,,90046.0
Vandalism,9 p.m. June 14,"The suspect vandalized the house of a 52-year-old white male victim, causing $400 worth of damage or more.","2700 block of Nichols Canyon Rd., Los Angeles",Hollywood Hills,,No weapon used,132.0,HC-132.png,2019-06-14,190613689.0,,Hollywood,740.0,740.0,946.0,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-06-14T00:00:00.000-07:00,2019-06-16T00:00:00.000-07:00,34.1198,2700 NICHOLS CANYON RD,0101000020E610000026E4839ECD965DC0C8073D9B550F4140,-118.3563,0329 0903,hollywood-hills-west,29.0,501.0,SINGLE FAMILY DWELLING,622.0,IC ,Invest Cont,2100.0,194102.0,54.0,W,M,,,90046.0
Vandalism,9 p.m. June 14,"The suspect vandalized the house of a 52-year-old white male victim, causing $400 worth of damage or more.","2700 block of Nichols Canyon Rd., Los Angeles",Hollywood Hills,,No weapon used,132.0,HC-132.png,2019-06-14,190613690.0,,Hollywood,740.0,740.0,946.0,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-06-14T00:00:00.000-07:00,2019-06-16T00:00:00.000-07:00,34.1198,2700 NICHOLS CANYON RD,0101000020E610000026E4839ECD965DC0C8073D9B550F4140,-118.3563,0329 0903,hollywood-hills-west,29.0,501.0,SINGLE FAMILY DWELLING,622.0,IC ,Invest Cont,2100.0,194102.0,52.0,W,M,,,90046.0
Vandalism,8 p.m. June 17,"The suspect vandalized the car of the 51-year-old white female victim while using racial slurs and hate-related language. The vandalism resulted in $400 worth of damage or more. The crime was reported as a hate crime with an ""Anti-Black or African American” bias.","900 block of North Broadway, Los Angeles",Chinatown,,No weapon used,135.0,HC-135.png,2019-06-17,190116259.0,,Central,740.0,740.0,946.0,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-06-17T00:00:00.000-07:00,2019-06-18T00:00:00.000-07:00,34.0615,900 N BROADWAY,0101000020E6100000E5F21FD26F8F5DC01D5A643BDF074140,-118.2412,0903 2055 1514 0329 2036 2035,chinatown,46.0,122.0,"VEHICLE, PASSENGER/TRUCK",111.0,IC ,Invest Cont,2000.0,207102.0,51.0,W,F,,,90012.0
Miscellaneous crime,12:45 p.m. June 18,"The suspect threatened to harm, but not kill, the 61-year-old black male victim while using profanities.","16800 block of Devonshire St, Los Angeles",Granada Hills,,No weapon used,136.0,HC-136.png,2019-06-18,191711572.0,,Devonshire,946.0,946.0,,,,OTHER MISCELLANEOUS CRIME,,2019-06-18T00:00:00.000-07:00,2019-06-18T00:00:00.000-07:00,34.2575,16800 DEVONSHIRE ST,0101000020E61000001D5A643BDF9F5DC0295C8FC2F5204140,-118.49799999999999,0903 0443 1202 0319,granada-hills,118.0,102.0,SIDEWALK,1757.0,IC ,Invest Cont,1245.0,111400.0,61.0,B,M,,,91344.0
Aggravated assault,10:45 a.m. June 20,"The homeless suspect threatened to kill the 52-year-old black transgender female victim while using profanities. The crime was reported as a hate crime with ""Anti-Transgender and ""Anti-Gender Non-conforming"" biases.","400 block of South San Pedro St., Los Angeles",Downtown,,Pepper spray,138.0,HC-138.png,2019-06-20,190116411.0,,Central,230.0,230.0,998.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-20T00:00:00.000-07:00,2019-06-20T00:00:00.000-07:00,34.0458,400 S SAN PEDRO ST,0101000020E6100000643BDF4F8D8F5DC012143FC6DC054140,-118.243,1402 2004 0421 0319 1510 1239 0903 1822 2058,downtown,52.0,517.0,MISSIONS/SHELTERS,148.0,AA ,Adult Arrest,1045.0,206200.0,52.0,B,F,MACE/PEPPER SPRAY,512.0,90013.0
Vandalism,9 p.m. June 20,"The suspect vandalized the single family dwelling of the 44-year-old Hispanic male victim, causing $399 worth of damage or less.","1700 block of Griffith Park Blvd., Los Angeles",Silver Lake,,No weapon used,139.0,HC-139.png,2019-06-20,191112372.0,,Northeast,745.0,745.0,946.0,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-06-20T00:00:00.000-07:00,2019-06-21T00:00:00.000-07:00,34.0937,1700 GRIFFITH PARK BL,0101000020E61000002041F163CC915DC04ED1915CFE0B4140,-118.2781,0903 0329,silver-lake,38.0,501.0,SINGLE FAMILY DWELLING,1171.0,IC ,Invest Cont,2100.0,195400.0,44.0,H,M,,,90026.0
Criminal threats,6:34 p.m. June 24,"The suspect sent an email or text message containing death threats to the 19-year-old Hispanic transgender male victim as he was leaving a store, who was targeted because of his ""gender nonconformity.""  The crime was reported as a hate crime with an ""Anti-Transgender bias.""","700 block of South Figueroa St., Los Angeles",Downtown,,Unknown weapon ,143.0,HC-143.png,2019-06-24,190116753.0,,Central,930.0,930.0,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-06-24T00:00:00.000-07:00,2019-06-24T00:00:00.000-07:00,34.0483,700 S FIGUEROA ST,0101000020E6100000F7E461A1D6905DC0CA32C4B12E064140,-118.2631,1906 1912 0903 0421 1228 2058 1510,downtown,52.0,406.0,OTHER STORE,161.0,IC ,Invest Cont,1834.0,207710.0,19.0,H,M,UNKNOWN WEAPON/OTHER WEAPON,500.0,90017.0
Battery -- simple assault,10 p.m. June 27,"The suspect pushed the 29-year-old male victim while using hate-related language, knocking him to the ground.","15700 block of Parthenia St., Los Angeles",North Hills,,Strong arm,145.0,HC-145.png,2019-06-27,191712112.0,,Devonshire,624.0,624.0,,,,BATTERY - SIMPLE ASSAULT,,2019-06-27T00:00:00.000-07:00,2019-06-27T00:00:00.000-07:00,34.2283,15700 PARTHENIA ST,0101000020E6100000D8F0F44A599E5DC0A1D634EF381D4140,-118.4742,2036 0429 0416 0444 0334 0903,north-hills,111.0,101.0,STREET,1799.0,IC ,Invest Cont,2200.0,117404.0,29.0,O,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,91343.0
Aggravated assault,8 a.m. June 30,The suspect choked the 27-year-old black male victim in a halfway house. The crime was reported as a hate crime with “Anti-Gay” and “Gender Non-conforming” biases.,"800 block of West Imperial Hwy., Los Angeles",Vermont Vista,,Strong arm,148.0,HC-148.png,2019-06-30,191815145.0,,Southeast,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-30T00:00:00.000-07:00,2019-06-30T00:00:00.000-07:00,33.9367,800 W IMPERIAL HY,0101000020E61000009FABADD85F925DC0E4141DC9E5F74040,-118.2871,0408 0903 2058 1536,vermont-vista,87.0,518.0,TRANSITIONAL HOUSING/HALFWAY HOUSE,1841.0,IC ,Invest Cont,800.0,241202.0,27.0,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90044.0
Vandalism,8 a.m. July 1,"The suspect vandalized the single family dwelling of the 62-year-old white male victim, causing $399 worth of damage or less. The crime was reported as a hate crime with an “Anti-Gay” bias.","700 block of West 53rd St., Los Angeles",Vermont Square,,No weapon used,150.0,HC-150.png,2019-07-01,191217402.0,,77th Street,745.0,745.0,946.0,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-07-01T00:00:00.000-07:00,2019-07-02T00:00:00.000-07:00,33.9942,700 W 53RD ST,0101000020E610000035EF384547925DC073D712F241FF4040,-118.2856,0329 0903 2054 1536,vermont-square,109.0,501.0,SINGLE FAMILY DWELLING,1218.0,IC ,Invest Cont,800.0,232700.0,62.0,W,M,,,90037.0
Vandalism,11 p.m. July 1,"The suspect vandalized a vacant single family dwelling, causing $399 worth of damage or less. ","700 block of Cole Ave., Los Angeles",Hollywood,,No weapon used ,151.0,HC-151.png,2019-07-01,190614699.0,,Hollywood,745.0,745.0,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-07-01T00:00:00.000-07:00,2019-07-01T00:00:00.000-07:00,34.0835,700 COLE AV,0101000020E6100000D3BCE3141D955DC0A69BC420B00A4140,-118.3299,0329 0903 1275,hollywood,32.0,501.0,SINGLE FAMILY DWELLING,676.0,IC ,Invest Cont,2300.0,191820.0,0.0,X,X,,,90038.0
Vandalism,7:30 a.m. July 5,"The suspect vandalized a single family dwelling, causing $400 worth of damage or more. The victim was described as a 56-year-old white male victim and was attacked because of his gender. The crime was also reported as a hate crime with an “Anti-White” bias.","800 block of North Hayworth Ave., Los Angeles",Beverly Grove,,No weapon used,153.0,HC-153.png,2019-07-05,190713209.0,,Wilshire,740.0,740.0,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-07-05T00:00:00.000-07:00,2019-07-05T00:00:00.000-07:00,34.0855,800 N HAYWORTH AV,0101000020E610000097900F7A36975DC06DE7FBA9F10A4140,-118.3627,2056 1520 0329 0903,beverly-grove,58.0,501.0,SINGLE FAMILY DWELLING,701.0,IC ,Invest Cont,730.0,194401.0,56.0,W,M,,,90046.0
Criminal threats,11:59 a.m. July 5,"The suspect threatened to harm, but not kill, the 53-year-old black male victim while using hate-related language.","18500 block of Devonshire St. , Los Angeles",Porter Ranch,,Verbal threat,154.0,HC-154.png,2019-07-05,191712419.0,,Devonshire,930.0,930.0,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-07-05T00:00:00.000-07:00,2019-07-05T00:00:00.000-07:00,34.2609,18500 DEVONSHIRE ST,0101000020E6100000431CEBE236A25DC061C3D32B65214140,-118.5346,0443 0903 2036 1501 0913 1803 2035,porter-ranch,120.0,501.0,SINGLE FAMILY DWELLING,1743.0,AO ,Adult Other,1159.0,111206.0,53.0,B,M,VERBAL THREAT,511.0,91326.0
Battery -- simple assault,8:30 a.m. July 7,The suspect grabbed and kicked the 43-year-old Hispanic male victim to the ground while using hate-related language. ,"3200 Bronson Canyon, Los Angeles ",Hollywood Hills,,Strong arm,155.0,HC-155.png,2019-07-07,190615781.0,,Hollywood,624.0,624.0,,,,BATTERY - SIMPLE ASSAULT,,2019-07-07T00:00:00.000-07:00,2019-07-20T00:00:00.000-07:00,34.115,3200 BRONSON CANY,0101000020E61000004ED1915CFE935DC01F85EB51B80E4140,-118.3124,0903 0400 2036 0417 0448 0429,hollywood-hills,30.0,109.0,PARK/PLAYGROUND,629.0,IC ,Invest Cont,830.0,189300.0,43.0,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90068.0
Criminal threats,2 a.m. July 9,"The suspect threatened to kill the 41-year-old Hispanic male victim in an office building. The victim was targeted because of his ""Race/Ethnicity/Ancestry.""  The crime was reported as a hate crime with an ""Anti-Hispanic or Latino"" bias. ","600 block of West 7th St., Los Angeles",Downtown,,Verbal threat,157.0,HC-157.png,2019-07-09,190117925.0,,Central,930.0,930.0,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-07-09T00:00:00.000-07:00,2019-07-09T00:00:00.000-07:00,34.0473,600 W 7TH ST,0101000020E6100000D50968226C905DC0E78C28ED0D064140,-118.2566,0421 0903 2055 1516,downtown,52.0,702.0,OFFICE BUILDING/OFFICE,162.0,IC ,Invest Cont,200.0,207710.0,41.0,H,M,VERBAL THREAT,511.0,90017.0
Criminal threats,5:18 p.m. July 9 ,"The suspect threatened to harm, but not kill, the 33-year-old black female victim in a multi-unit dwelling. The victim was targeted because of her gender nonconformity. The crime was reported as a hate crime with an ""Anti-Lesbian bias."" ","9400 block of Firth Blvd., Los Angeles",Watts,,Verbal threat,158.0,HC-158.png,2019-07-09,191815711.0,,Southeast,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-07-09T00:00:00.000-07:00,2019-07-09T00:00:00.000-07:00,33.9512,9400 FIRTH BL,0101000020E6100000569FABADD88F5DC044FAEDEBC0F94040,-118.2476,0903 0447 2058 1538 0361,watts,88.0,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1826.0,AO ,Adult Other,1930.0,242300.0,36.0,B,F,OTHER CUTTING INSTRUMENT,218.0,90002.0
Criminal threats,5:18 p.m. July 9 ,"The suspect threatened to harm, but not kill, the 33-year-old black female victim in a multi-unit dwelling. The victim was targeted because of her gender nonconformity. The crime was reported as a hate crime with an ""Anti-Lesbian bias."" ","9400 block of Firth Blvd., Los Angeles",Watts,,Verbal threat,158.0,HC-158.png,2019-07-09,191815709.0,,Southeast,930.0,930.0,946.0,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-07-09T00:00:00.000-07:00,2019-07-10T00:00:00.000-07:00,33.9512,9400 FIRTH BL,0101000020E6100000569FABADD88F5DC044FAEDEBC0F94040,-118.2476,0903 0443 2058 1538,watts,88.0,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1826.0,AO ,Adult Other,1718.0,242300.0,33.0,B,F,VERBAL THREAT,511.0,90002.0
Criminal threats,5:18 p.m. July 9 ,"The suspect threatened to harm, but not kill, the 33-year-old black female victim in a multi-unit dwelling. The victim was targeted because of her gender nonconformity. The crime was reported as a hate crime with an ""Anti-Lesbian bias."" ","9400 block of Firth Blvd., Los Angeles",Watts,,Verbal threat,158.0,HC-158.png,2019-07-09,191815710.0,,Southeast,230.0,230.0,946.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-07-09T00:00:00.000-07:00,2019-07-09T00:00:00.000-07:00,33.9512,9400 FIRTH BL,0101000020E6100000569FABADD88F5DC044FAEDEBC0F94040,-118.2476,0903 0447 2058 1538 0361,watts,88.0,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1826.0,AO ,Adult Other,1718.0,242300.0,36.0,B,F,HAMMER,311.0,90002.0
Aggravated assault,5:18 p.m. July 9 ,The suspect threw an object at the 36-year-old black female victim in a multi-unit dwelling. The victim was targeted based on the victim’s “gender nonconformity.” The crime was reported as a hate crime with an “Anti-Lesbian bias.” The suspect and victim were neighbors.,"9400 block of Firth Blvd., Los Angeles",Watts,,Hammer,159.0,HC-159.png,2019-07-09,191815711.0,,Southeast,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-07-09T00:00:00.000-07:00,2019-07-09T00:00:00.000-07:00,33.9512,9400 FIRTH BL,0101000020E6100000569FABADD88F5DC044FAEDEBC0F94040,-118.2476,0903 0447 2058 1538 0361,watts,88.0,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1826.0,AO ,Adult Other,1930.0,242300.0,36.0,B,F,OTHER CUTTING INSTRUMENT,218.0,90002.0
Aggravated assault,5:18 p.m. July 9 ,The suspect threw an object at the 36-year-old black female victim in a multi-unit dwelling. The victim was targeted based on the victim’s “gender nonconformity.” The crime was reported as a hate crime with an “Anti-Lesbian bias.” The suspect and victim were neighbors.,"9400 block of Firth Blvd., Los Angeles",Watts,,Hammer,159.0,HC-159.png,2019-07-09,191815709.0,,Southeast,930.0,930.0,946.0,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-07-09T00:00:00.000-07:00,2019-07-10T00:00:00.000-07:00,33.9512,9400 FIRTH BL,0101000020E6100000569FABADD88F5DC044FAEDEBC0F94040,-118.2476,0903 0443 2058 1538,watts,88.0,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1826.0,AO ,Adult Other,1718.0,242300.0,33.0,B,F,VERBAL THREAT,511.0,90002.0
Aggravated assault,5:18 p.m. July 9 ,The suspect threw an object at the 36-year-old black female victim in a multi-unit dwelling. The victim was targeted based on the victim’s “gender nonconformity.” The crime was reported as a hate crime with an “Anti-Lesbian bias.” The suspect and victim were neighbors.,"9400 block of Firth Blvd., Los Angeles",Watts,,Hammer,159.0,HC-159.png,2019-07-09,191815710.0,,Southeast,230.0,230.0,946.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-07-09T00:00:00.000-07:00,2019-07-09T00:00:00.000-07:00,33.9512,9400 FIRTH BL,0101000020E6100000569FABADD88F5DC044FAEDEBC0F94040,-118.2476,0903 0447 2058 1538 0361,watts,88.0,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1826.0,AO ,Adult Other,1718.0,242300.0,36.0,B,F,HAMMER,311.0,90002.0
Aggravated assault,7:30 p.m. July 9 ,"The suspect threw an object at the 36-year-old black female victim in a multi-unit dwelling, who was targeted because of her ""gender nonconformity."" The crime was reported as a hate crime with an ""Anti-Lesbian bias."" The suspect and victim were neighbors. ","9400 block of Firth Blvd., Los Angeles",Watts,,Other cutting instrument,160.0,HC-160.png,2019-07-09,191815711.0,,Southeast,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-07-09T00:00:00.000-07:00,2019-07-09T00:00:00.000-07:00,33.9512,9400 FIRTH BL,0101000020E6100000569FABADD88F5DC044FAEDEBC0F94040,-118.2476,0903 0447 2058 1538 0361,watts,88.0,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1826.0,AO ,Adult Other,1930.0,242300.0,36.0,B,F,OTHER CUTTING INSTRUMENT,218.0,90002.0
Aggravated assault,7:30 p.m. July 9 ,"The suspect threw an object at the 36-year-old black female victim in a multi-unit dwelling, who was targeted because of her ""gender nonconformity."" The crime was reported as a hate crime with an ""Anti-Lesbian bias."" The suspect and victim were neighbors. ","9400 block of Firth Blvd., Los Angeles",Watts,,Other cutting instrument,160.0,HC-160.png,2019-07-09,191815709.0,,Southeast,930.0,930.0,946.0,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-07-09T00:00:00.000-07:00,2019-07-10T00:00:00.000-07:00,33.9512,9400 FIRTH BL,0101000020E6100000569FABADD88F5DC044FAEDEBC0F94040,-118.2476,0903 0443 2058 1538,watts,88.0,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1826.0,AO ,Adult Other,1718.0,242300.0,33.0,B,F,VERBAL THREAT,511.0,90002.0
Aggravated assault,7:30 p.m. July 9 ,"The suspect threw an object at the 36-year-old black female victim in a multi-unit dwelling, who was targeted because of her ""gender nonconformity."" The crime was reported as a hate crime with an ""Anti-Lesbian bias."" The suspect and victim were neighbors. ","9400 block of Firth Blvd., Los Angeles",Watts,,Other cutting instrument,160.0,HC-160.png,2019-07-09,191815710.0,,Southeast,230.0,230.0,946.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-07-09T00:00:00.000-07:00,2019-07-09T00:00:00.000-07:00,33.9512,9400 FIRTH BL,0101000020E6100000569FABADD88F5DC044FAEDEBC0F94040,-118.2476,0903 0447 2058 1538 0361,watts,88.0,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1826.0,AO ,Adult Other,1718.0,242300.0,36.0,B,F,HAMMER,311.0,90002.0
Criminal threats,7 a.m. July 10,The suspect threatened to kill the 49-year-old male and his family in a single-family dwelling. The victim was targeted because of gender and disability. ,"10500 block of Valley Spring Lane, Los Angeles",Toluca Lake,,Unknown weapon,161.0,HC-161.png,2019-07-10,191514129.0,,N Hollywood,930.0,930.0,998.0,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-07-10T00:00:00.000-07:00,2019-07-16T00:00:00.000-07:00,34.1468,10500 VALLEY SPRING LN,0101000020E6100000FB5C6DC5FE965DC0C286A757CA124140,-118.3593,2056 2057 1402 0903 0421 0422,toluca-lake,28.0,501.0,SINGLE FAMILY DWELLING,1569.0,IC ,Invest Cont,700.0,143100.0,49.0,O,M,UNKNOWN WEAPON/OTHER WEAPON,500.0,91602.0
Miscellaneous crime,7:30 a.m. July 15,"The suspect used forced against the white female victim, who was targeted because of her disability. The crime was reported as a hate crime with an ""Anti-Jewish"" bias. ","5400 block of Babcock Ave., Los Angeles ",Valley Village,,No weapon used ,166.0,HC-166.png,2019-07-15,191514050.0,,N Hollywood,946.0,946.0,,,,OTHER MISCELLANEOUS CRIME,,2019-07-15T00:00:00.000-07:00,2019-07-15T00:00:00.000-07:00,34.1696,5400 BABCOCK AV,0101000020E6100000E78C28ED0D9A5DC068B3EA73B5154140,-118.4071,0400 2057 1528 0903,valley-village,25.0,102.0,SIDEWALK,1531.0,AA ,Adult Arrest,730.0,124400.0,57.0,W,F,,,91607.0
Miscellaneous crime,7:30 a.m. July 15,"The suspect used forced against the white female victim, who was targeted because of her disability. The crime was reported as a hate crime with an ""Anti-Jewish"" bias. ","5400 block of Babcock Ave., Los Angeles ",Valley Village,,No weapon used ,166.0,HC-166.png,2019-07-15,191514049.0,,N Hollywood,946.0,946.0,,,,OTHER MISCELLANEOUS CRIME,,2019-07-15T00:00:00.000-07:00,2019-07-15T00:00:00.000-07:00,34.1696,5400 BABCOCK AV,0101000020E6100000E78C28ED0D9A5DC068B3EA73B5154140,-118.4071,1528 0400 2057 0903,valley-village,25.0,102.0,SIDEWALK,1531.0,AA ,Adult Arrest,730.0,124400.0,0.0,W,F,,,91607.0
Miscellaneous crime,7:30 a.m. July 15,"The suspect used forced against the 57-year-old white female victim, who was targeted because of her disability. The crime was reported as a hate crime with an ""Anti-Jewish"" bias. ","5400 block of Babcock Ave., Los Angeles ",Valley Village,,No weapon used ,167.0,HC-167.png,2019-07-15,191514050.0,,N Hollywood,946.0,946.0,,,,OTHER MISCELLANEOUS CRIME,,2019-07-15T00:00:00.000-07:00,2019-07-15T00:00:00.000-07:00,34.1696,5400 BABCOCK AV,0101000020E6100000E78C28ED0D9A5DC068B3EA73B5154140,-118.4071,0400 2057 1528 0903,valley-village,25.0,102.0,SIDEWALK,1531.0,AA ,Adult Arrest,730.0,124400.0,57.0,W,F,,,91607.0
Miscellaneous crime,7:30 a.m. July 15,"The suspect used forced against the 57-year-old white female victim, who was targeted because of her disability. The crime was reported as a hate crime with an ""Anti-Jewish"" bias. ","5400 block of Babcock Ave., Los Angeles ",Valley Village,,No weapon used ,167.0,HC-167.png,2019-07-15,191514049.0,,N Hollywood,946.0,946.0,,,,OTHER MISCELLANEOUS CRIME,,2019-07-15T00:00:00.000-07:00,2019-07-15T00:00:00.000-07:00,34.1696,5400 BABCOCK AV,0101000020E6100000E78C28ED0D9A5DC068B3EA73B5154140,-118.4071,1528 0400 2057 0903,valley-village,25.0,102.0,SIDEWALK,1531.0,AA ,Adult Arrest,730.0,124400.0,0.0,W,F,,,91607.0
Battery -- simple assault,12:30 a.m. July 18,"The suspect hit the 40-year-old Hispanic male victim, who was attacked because of his ""gender nonconformity."" The suspect also distributed hate crime materials. The crime was reported as a hate crime with an ""Anti-Gay"" bias. ","1500 block of Arlington Ave., Los Angeles",Arlington Heights,,Strong arm,169.0,HC-169.png,2019-07-18,190713784.0,,Wilshire,624.0,624.0,,,,BATTERY - SIMPLE ASSAULT,,2019-07-18T00:00:00.000-07:00,2019-07-18T00:00:00.000-07:00,34.0454,1500 ARLINGTON AV,0101000020E6100000F1F44A5986945DC0849ECDAACF054140,-118.3207,1907 0416 0903 2058 1536,arlington-heights,74.0,501.0,SINGLE FAMILY DWELLING,769.0,IC ,Invest Cont,30.0,218120.0,40.0,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90019.0
Criminal threats,1:55 a.m. July 18,"The suspect threatened to kill the victim and made ""unusual statements"" toward the 31-year-old male victim at a mini-mart. The victim was targeted because of his disability. The suspect used a vehicle for the crime and did not know the victim prior to the crime. The crime was reported as hate crime with an ""Anti-Islamic (Muslim)"" bias. ",10600 block of Magnolia Blvd. Los Angeles,North Hollywood,,Verbal threat,170.0,HC-170.png,2019-07-18,191514226.0,,N Hollywood,930.0,930.0,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-07-18T00:00:00.000-07:00,2019-07-18T00:00:00.000-07:00,34.1649,10600 MAGNOLIA BL,0101000020E61000004260E5D022975DC0228E75711B154140,-118.3615,1309 0421 0903 1822 0359 2057 1526 1402,north-hollywood,28.0,401.0,MINI-MART,1557.0,AO ,Adult Other,155.0,125600.0,31.0,O,M,VERBAL THREAT,511.0,91601.0
Vandalism,7 p.m. July 22,"The suspect vandalized a local business, causing $399 worth of damage or less. ","4000 block of West Sunset Blvd., Los Angeles",Los Feliz,,No weapon used ,172.0,HC-172.png,2019-07-22,191113992.0,,Northeast,745.0,745.0,946.0,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-07-22T00:00:00.000-07:00,2019-07-23T00:00:00.000-07:00,34.0983,4000 W SUNSET BL,0101000020E610000003098A1F63925DC031992A18950C4140,-118.2873,0903 0329,los-feliz,36.0,203.0,OTHER BUSINESS,1162.0,IC ,Invest Cont,1900.0,195300.0,0.0,X,X,,,90027.0
Burglary ,10:30 a.m. July 23,"The suspect unlocked, ransacked and vandalized a multi-unit dwelling. The suspect also removed property from the 56-year-old white male victim while using profanities. The crime was reported as a hate crime with an ""Anti-Gay"" bias. ","1200 block of Barry Ave., Los Angeles ",Brentwood ,,No weapon used ,173.0,HC-173.png,2019-07-23,190813124.0,,West LA,310.0,310.0,,,,BURGLARY,,2019-07-23T00:00:00.000-07:00,2019-07-23T00:00:00.000-07:00,34.0501,1200 BARRY AV,0101000020E6100000EF384547729D5DC0CAC342AD69064140,-118.4601,1602 1606 2054 1536 0321 0903 0329 0319 0344 0352,brentwood,,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",842.0,IC ,Invest Cont,1030.0,264301.0,56.0,W,M,,,90025.0
Aggravated assault ,12 p.m. July 23,"The victim was a 51-year-old black male victim, who was targeted because of his gender. The crime was reported as a hate crime with an ""Anti-Black or African American"" bias. ","9500 block of Beach St., Los Angeles ",Watts,,Vehicle ,174.0,HC-174.png,2019-07-23,191816398.0,,Southeast,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-07-23T00:00:00.000-07:00,2019-07-23T00:00:00.000-07:00,33.9506,9500 BEACH ST,0101000020E6100000C139234A7B8F5DC0EFC9C342ADF94040,-118.2419,2056 1514 0903,watts,88.0,102.0,SIDEWALK,1827.0,IC ,Invest Cont,1200.0,242200.0,51.0,B,M,VEHICLE,307.0,90002.0
